Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
650.10.102;Concessão de prestações em espécie a trabalhador com doença profissional;"Aprovação de despesa a trabalhador com doença profissional, para posterior reembolso. Esta despesa reporta-se a serviços e tratamentos, quando necessários e adequados ao restabelecimento do estado de saúde e da capacidade de trabalho e recuperação para a vida ativa.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados, parecer de perito médico e decisão sobre o montante a atribuir.";"Despesa com as prestações em espécie, sendo estas de natureza médica, cirúrgica, farmacêutica, hospitalar, como apoio psicoterapêutico, sempre que necessário, à família do doente profissional#
Assistência médica e cirúrgica#
Cuidados de enfermagem#
Deslocação, alimentação e alojamento para diagnóstico ou tratamento de doença profissional (por exemplo, para ir a uma consulta, um tratamento ou a uma junta médica) ou comparência a atos judiciais#
Exames e elementos complementares de diagnóstico#
Hospitalização e tratamentos termais#
Medicamentos e produtos farmacêuticos#
Próteses e ortóteses (incluindo a sua renovação e reparação)#
Reabilitação e reintegração profissional e social, incluindo a adaptação ao posto de trabalho#
Tratamentos e visitas domiciliárias#";;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;DL 503/99#;;PC;S;ISS#;AP#;Iniciar#;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
450.30.500#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Certificação de doença, aptidão ou incapacidade#
Realização de fiscalização#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Suplementar#



";Elevada;N;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;CP;"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar a atuação em particular da Administração, numa área em que a aplicação de regras pode ser mais flexivel.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
";;;;;;;;;;;
650.10.103;Concessão de subsídios de precariedade económica;"Atribuição de apoio pecuniário para satisfação de necessidades básicas, das pessoas e famílias mais carenciadas, concedido em situação de emergência ou de extrema carência.
Inicia com a solicitação da atribuição e termina com a comunicação do montante a atribuir.
Inclui estudo e proposta de solução pelos técnicos e decisão sobre o montante a atribuir.";"Ajuda alimentar# 
Apoio a famílias carenciadas#
Apoio a reparações em habitação#
Apoio em situação de reclusão# ";;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;;;PE;N;"ISS#
AL#";;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
500.10.301#
650.20.001#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de fiscalização#
Sinalização e encaminhamento em situações de vulnerabilidade";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#
Sucessão (antecessor)#";Elevada;N;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;CP;"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar a atuação em particular da Administração, numa área em que a aplicação de regras pode ser mais flexivel.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
";;;;;;;;;;;
650.10.104;"Atribuição de produtos de apoio
";"Atribuição de ajudas técnicas como instrumentos, equipamentos ou sistemas técnicos usados por uma pessoa com deficiência, especialmente produzidos ou disponiveís, que previnem, compensam, atenuam ou neutralizam a limitação funcional ou de participação.
Inicia com a solicitação da atribuição e termina com a comunicação da decisão.
Inclui análise da situação, verificação da conformidade com os requisitos e decisão sobre a atribuição.";"Produtos de apoio diretamente fornecidos aos utentes nas unidades hospitalares e noutras entidades prescritoras da área da saúde#
Ajudas técnicas e tecnologias de apoio concedidas a pessoas com deficiência ou com incapacidade temporária#";;"O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#
A definição de comparticipações em tecnologias de saúde deve ser considerada em 650.10.110 - Atribuição de comparticipação em tecnologias de saúde#
A prescrição de produtos de apoio deve ser considerada em PN específico da classe 700.20 - Serviços clínicos#";DL 93/2009#;;PE;S;INR#;"AL#
ISS#
ACES#
IEFP#
ACSS#
DGE#
HH#";"Comunicar#
Comunicar#
Comunicar#
Comunicar#
Comunicar#
Comunicar#
Comunicar#

";"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#
";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;CP;"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar a atuação em particular da Administração, numa área em que a aplicação de regras pode ser mais flexivel.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
";;;;;;;;;;;
650.10.105;Atribuição de rendas apoiadas;"Concessão de prestação pecuniária mensal ou definição do montante de renda económica, como forma de proteção de arrendatários economicamente desfavorecidos.
Inicia com processamento do pedido e termina com a comunicação do montante a atribuir ou da atribuição da casa de renda económica.
Inclui análise da situação, verificação da conformidade com os requisitos, seleção dos candidatos e decisão sobre o montante ou a habitação a atribuir.";"Atribuição de comparticipação para que a aquisição se processe a custo reduzido#
Atribuição de renda económica a casas e a espaços comerciais, garagens e espaços de estacionamento adstritos às mesmas#
Atribuição de montante mensal para pagamento de renda de casa#";;"O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#
Os contratos de arrendamento devem ser considerados em 400.30.001 – Celebração de contratos, escrituras, títulos equivalentes e testamentos#";"Lei 159/99#
Lei 169/99#
Lei 6/2006#
Lei 21/2009#
Lei 81/2014#";;PE;N;"ISS#
AL#";;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#";Elevada;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;CP;"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar a atuação em particular da Administração, numa área em que a aplicação de regras pode ser mais flexivel.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
";;;;;;;;;;;
650.10.107;Subsídios para apoio ao regresso voluntário;"Atribuição de prestação pecuniária pelo Estado para apoio ao retorno voluntário de cidadãos estrangeiros aos países de origem ou a Estados Terceiros de acolhimento dispostos a recebê-los.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise do processo.
";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;Lei 23/2007;;PE;N;SEF#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;CP;"Enumeração e tipificação dos casos recuperável através das estatísticas.
Esta síntese não permite recuperar a atuação em particular da Administração, numa área em que a aplicação de regras pode ser mais flexivel.
A aplicação de um critério de amostragem aleatória sobre este PN permitirá conhecer em detalhe alguns casos e obter um subconjunto representativo de todas as características da população-alvo.
Toma ainda como base o facto da imprevisibilidade dos estudos nesta área e a impossibilidade atual de conservar toda a produção.
A constituição de uma amostra significativa do universo de onde é retirada, mediante a aplicação de métodos estatísticos com uma margem de erro controlada, será suficiente para representar o universo.
A grelha para seleção da amostragem encontra-se no final desta página.
";;;;;;;;;;;
650.10.108;Concessão de pensões de preço de sangue;"Atribuição de prestação pecuniária mensal por acidente ocorrido em ocasião de serviço e em consequência do mesmo ou resultante de doença adquirida ou agravada igualmente em ocasião de serviço e em consequência do mesmo.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.
Proposta da CGA:
Atribuição de prestação pecuniária mensal vitalícia atribuída por falecimento de militar ou civil ao serviço da Nação ou por virtude de serviço de manutenção de ordem pública.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";"Falecimento#
Desaparecimento em campanha#
Ferimento#
Incapacidade absoluta e permanente para o trabalho#";;;"DL 466/99#
DL 161/2001#";;PE;S;CGA#;ANPC#;"Apreciar#
";"150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.10.502#
350.30.001#
400.10.011#
450.30.500#
500.10.301#";"Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Liquidação de contribuições para a segurança social e aposentação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Certificação de doença, aptidão ou incapacidade#
Realização de fiscalização#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Cruzada#
Sucessão (antecessor)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#";Reduzida;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;C;"Densidade informacional:
Informação não recuperável com o detalhe necessário à compreensão da atribuição noutro PN
";;;;;;;;;;;
650.10.109;"Indemnização social prestada a vítimas de crime violento e de violência doméstica

";"Atribuição de indemnização social atribuída, quer à vítima de violência doméstica que se encontram numa situação de grave carência económica, na sequência da rutura familiar, quer à vítima - direta ou indireta - de crime violento, desde que tenham sofrido por causa do crime uma incapacidade superior a 30 dias, tenham sofrido uma perturbação considerável do seu nível e da sua qualidade de vida, e não tenham obtido nenhum tipo de reparação em sede de execução de sentença condenatória.
Inicia com a notificação emitida pela entidade competente para atribuição do adiantamento da indemnização termina com a atribuição da indemnização
Inclui instrução do pedido.";Vítimas de crime de violência doméstica e de crime violento, desde que tenham sido vítimas desses crimes em território português ou a bordo de navios ou aeronaves portuguesas#;;"A concessão de indemnização ou reparação obtida em sede de execução de sentença condenatória deve ser considerada no respetivo processo#
O pagamento da indemnização deve ser considerado em 350.30.001 - Cobrança de receitas e pagamento d edespesas#  
O processamento de despesa com indemnização decorrente de acidente de trabalho deve ser considerado em 350.10.508 – Processamento de indemnizações e injunções#
Os pedidos de apoio psicossocial de iniciativa privada ou sinalizados por terceiros devem ser considerados em 650.20.304 – Apoio psicossocial#";"DL 120/2010#
Lei 112/2009#
Lei 104/2009#";;PE;S;CPVC#;MP#;Iniciar#;"150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Reduzida;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;C;"Densidade informacional:
Informação não recuperável com o detalhe necessário à compreensão da atribuição noutro PN
";"O Art. 21.º da Lei 112/2009 de 16 de Setembro, reconhece à vítima, no âmbito do processo penal, o direito a obter uma decisão de indemnização por parte do agente do crime, dentro de um prazo razoável.
O dever de indemnizar recai sobre o autor do crime.
Contudo, em alguns casos, face às dificuldades económicas em que a vítima ficou em resultado do crime e à impossibilidade de receber em tempo útil uma compensação por parte do autor do crime, o Estado pode adiantar uma indemnização.
A Comissão de Proteção às Vítimas de Crimes é um órgão administrativo independente responsável, por si ou através dos seus membros, pela concessão de adiantamentos de indemnização por parte do Estado às vítimas de crimes violentos e de violência doméstica.
Esta função de administrar a relação formal entre o Estado e a vítima cuja sentença judicial é pagamaento de indemnização é feita pela C do Estado às vítimas de crimes violentos e de violência doméstica, que funciona junto do Ministério da Justiça.";;;;;;;;;;
"650.10.110

";"Atribuição de comparticipação em tecnologias de saúde        
";"Definição da percentagem de comparticipação, tendo como referência  o preço de venda ao público, de medicamento, dispositivo médico ou outras tecnologias de saúde.
Inicia com a receção do pedido e termina com a comunicação da decisão de comparticipação ou com celebração de contrato de comparticipação.
Inclui validação da documentação necessária à instrução dos processos, avaliação e decisão. 
Inclui, ainda, a avaliação sistemática da comparticipação.
";"Pedidos de comparticipação de medicamentos, dispositivos médicos ou outras tecnologias de saúde#
Autorização de comparticipação de tecnologias de saúde para utilização em ambulatório#
Definição da comparticipação na aquisição dos medicamentos prescritos aos beneficiários do Serviço Nacional de Saúde e de outros subsistemas públicos de saúde#
Autorização, exclusão, prorrogação e transferência da comparticipação#
Autorização de comparticipação de tecnologias de saúde para utilização em ambulatório  (ex-PN 450.10.627)#

";;"A definição de políticas de comparticipação do Estado no preço das tecnologias de saúde deve ser classificada em 150.10.100 – Definição de políticas setoriais#
O apuramento de montantes de reembolso despendidos com encargos relativos a cuidados de saúde deve ser considerado em 350.10.506 – Comparticipação em despesas de saúde ao beneficiário#";"DL 97/2015#
Portaria 195-A/2015#

";;PE;N;INFARMED;;;"150.20.300#
150.40.500#
300.30.008#
350.30.001#
450.10.643#
500.10.001#
500.10.301#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos para apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Autorização de preço de produtos#
Realização de auditorias#
Realização de fiscalização#
";"Sintese (sintetizado)#
Sintese (sintetizado)#
Sintese (sintetizado)#
Cruzado#
Cruzado#
Suplementar#
Suplementar#";Elevada ;S;10;;"Critério legal:
[Lei 98/97], artº 70
Prazo prescricional  da responsabilidade financeira reintegratória.
Nota: O prazo de conservação adminsitrativa suspende-se, caso existam processos contenciosos subsequentes, até à data de trânsito em julgado.";Data do encerramento do processo;E;"Densidade informacional: 
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação";;;;;;;;;;;
650.10.200;Concessão de comparticipações para pagamentos devidos a menores;"Atribuição de prestação pecuniária mensal de alimentos devida a menores.
Inicia com a solicitação da atribuição e termina com a comunicação do montante a atribuir.
Inclui análise da situação e verificação da conformidade com os requisitos, renovação, perante o tribunal competente, da prova de que a situação económica se mantém e de que o menor precisa da prestação para fazer face às suas necessidades e decisão sobre o montante a atribuir.";Atribuição de prestação destinada a crianças e jovens menores com vista a garantir a sua subsistência, sustento, habitação, vestuário e educação, por substituição de um dos progenitores#;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei 75/98#
DL 164/99#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#
";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.201;Concessão de comparticipações para pagamento salarial;"Atribuição de prestação pecuniária que tem como objetivo assegurar o pagamento das dívidas das entidades empregadoras aos seus trabalhadores, quando aquelas não as podem pagar, por estarem em situação de insolvência ou numa situação económica difícil.
Inicia com o pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação, verificação da conformidade com os requisitos e decisão sobre o montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;Lei 70/2013#;;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.202;Concessão de complemento solidário para idosos;"Atribuição de uma prestação pecuniária mensal complementar para pessoas idosas com baixos recursos.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"DL 254-B/2015#
Portaria 413/2008#
DL 265/99#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#
650.10.204#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#
Concessão de pensões sociais de velhice#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#
Cruzada#";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
