Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
950.10.600;Controlo de operações de votação e apuramento parcial de resultados;"Verificação do regular funcionamento das assembleias de voto e apuramento dos resultados nelas obtidos.
Inicia com a declaração de abertura das assembleias e mesas de voto e termina com a entrega da documentação e comunicação dos resultados do escrutínio parcial à assembleia de apuramento geral.
Inclui descarga nos cadernos eleitorais, contagem de votos antecipados, requisições de forças de segurança, quando necessário, receção de dúvidas, reclamações, protestos e contraprotestos relacionados com as operações eleitorais, contagem e devolução de boletins de voto não utilizados e inutilizados, contagem do número de votos introduzidos em urna, contagem e separação dos votos brancos, votos nulos e votos nas diferentes listas, envio dos votos nulos e votos sob protesto ou reclamação à assembleia de apuramento geral, elaboração das atas das operações de votação e apuramento e publicação em edital dos resultados do escrutínio parcial.";Atividade desenvolvida pela Assembleia de apuramento distrital de resultados#;;;"Lei Orgânica 1/2001#
Lei 14/79#";;PE;S;Trb#;"AV#
AADR#
AL#";"Executar#
Executar#
Executar#";"950.10.001#
950.10.400#
950.10.602#";"Marcação de atos eleitorais e referendários#
Apoio técnico e logístico ao processo eleitoral e referendário#
Apuramento geral de resultados#";"Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#";Média;S;;;;;;;;;;;;;;;;;
950.10.600.01;Controlo de operações de votação e apuramento parcial de resultados: controlo nas assembleias e mesas de voto;"Acompanhamento do funcionamento das assembleias de voto.
Inicia com a declaração de abertura das assembleias e mesas de voto e termina com o envio dos votos nulos e votos sob protesto ou reclamação à assembleia de apuramento geral.
Inclui descarga nos cadernos eleitorais, contagem de votos antecipados, requisições de forças de segurança, quando necessário, receção de dúvidas, reclamações, protestos e contraprotestos relacionados com as operações eleitorais, contagem e devolução de boletins de voto não utilizados e inutilizados, contagem do número de votos introduzidos em urna, contagem e separação dos votos brancos, votos nulos e votos nas diferentes listas.";;;;;;;;;;;;;;;;1;;"Critério legal:
[Lei 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
[Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";Data de encerramento do processo;E;"Critério legal:
- [Lei nº 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
- [Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";;;;;;;;;;;
950.10.600.02;Controlo de operações de votação e apuramento parcial de resultados: apuramento e comunicação;"Apuramento parcial de resultados.
Inicia com a elaboração das atas das operações de votação e apuramento termina com a comunicação dos resultados do escrutínio parcial à assembleia de apuramento geral.
Inclui a elaboração do edital com os resultados do escrutínio parcial.";;;;;;;;;;;;;;;;1;;"Critério legal:
[Lei 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
[Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";Data de encerramento do processo;C;"Critério legal:
- [Lei nº 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
- [Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento"".
Extensão destas disposições aos demais atos eleitorais e referendários.";;;;;;;;;;;
950.10.601;Constituição de assembleias de apuramento geral;"Composição de assembleias responsáveis pela validação de todas as operações de votação.
Inicia com a designação dos elementos que constituem a assembleia de apuramento geral e termina com a divulgação da sua constituição através de edital.
Inclui notificação dos designados para a assembleia de apuramento geral e indicação de representantes das diferentes candidaturas.";;;;"DL 319-A/76#
Lei 14/79#
Lei 14/87#
Lei Orgânica 1/2001#
DL 267/80#
Lei Orgânica 1/2006#
Lei 15-A/98#
Lei Orgânica 4/2000#
Lei Orgânica 2/2015#";;PE;S;"SGMAI#
DGACCP#";"CSM#
AL#";"Comunicar#
Comunicar#
Comunicar#";"350.30.001#
400.10.001#
400.10.004#
500.10.001#
500.10.301#
900.20.201#
950.10.400#";"Cobrança de receitas e pagamento de despesas#
Registo civil#
Registo de cidadãos da União Europeia#
Realização de auditorias#
Realização de fiscalização#
Edição e publicação de conteúdos#
Apoio técnico e logístico ao processo eleitoral e referendário#";"Sucessão (sucessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Suplementar#
Suplementar#
Sucessão (sucessor)#
Síntese (sintetiza)#";Média;S;1;;"Critério legal:
""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
[Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";Data de encerramento do processo;E;"Critério legal:
- [Lei nº 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
- [Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento"".
Extensão destas disposições aos demais atos eleitorais e referendários.";;;;;;;;;;;
950.10.602;Apuramento geral de resultados;"Verificação da contagem de votos e proclamação dos resultados obtidos em atos eleitorais e referendários.
Inicia com a receção da documentação enviada pelas assembleias de apuramento parcial e termina com a proclamação e publicitação dos resultados finais.
Inclui verificação do número total de eleitores inscritos e de votantes, verificação do número total de votos em branco e votos nulos, verificação dos números totais de votos obtidos por cada lista, distribuição dos mandatos pelas diversas listas, determinação dos candidatos eleitos por cada lista, decisão sobre as reclamações e protestos, elaboração da ata do apuramento geral, envio de exemplares da ata à entidade competente, elaboração do mapa dos resultados oficiais das eleições e o seu envio para publicação em Diário da República.";"Abertura e lançamento em urna dos votos dos emigrantes#
Assembleias de apuramento geral da votação dos emigrantes (círculo da Europa e fora da Europa)#";;;"DL 319-A/76#
Lei 14/79#
Lei 14/87#
Lei Orgânica 1/2001#
DL 267/80#
Lei Orgânica 1/2006#
Lei nº 15-A/98#
Lei Orgânica 4/2000#
Lei Orgânica 2/2015#";;PE;S;"TC#
Trb#";"CNE#
SGMAI#
AL#";"Assessorar#
Assessorar#
Assessorar#";"400.10.031#
400.10.032#
950.10.400#
950.10.401#
950.10.600#";"Recenseamento eleitoral#
Registo dos eleitos locais#
Apoio técnico e logístico ao processo eleitoral e referendário#
Constituição de assembleias de voto#
Controlo de operações de votação e apuramento parcial de resultados#";"Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#";Média;S;;;;;;;"Votos dos emigrantes têm de ser conservados durante 2 atos eleitorais consecutivos. No final podem ser eliminados.
Conservar as várias atas associadas.";;;;;;;;;;
950.10.602.01;Apuramento geral de resultados: tratamento dos resultados;"Verificação, contagem de votos e distribuição de mandatos.
Inicia com a receção da documentação enviada pelas assembleias de voto e termina com a indicação dos candidatos eleitos por cada lista
Inclui verificação do número total de eleitores inscritos e de votantes, verificação do número total de votos em branco e votos nulos, verificação dos números totais de votos obtidos por cada lista, distribuição dos mandatos pelas diversas listas, decisão sobre as reclamações e protestos.";;;;;;;;;;;;;;média;S;1;;"Critério legal:
[Lei 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
[Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";Data de encerramento do processo;E;"Critério legal:
- [Lei nº 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
- [Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";;;;;;;;;;;
950.10.602.02;Apuramento geral de resultados: publicitação;"Proclamação dos resultados obtidos em atos eleitorais e referendários.
Inicia com a elaboração da ata do apuramento geral e termina com o envio dos resultados oficiais para publicação em Diário da República.
Inclui o envio de exemplares da ata à entidade competente, elaboração do mapa dos resultados oficiais das eleições.";;;;;;;;;;;;;;média;S;1;;"Critério legal:
[Lei 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
[Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";Data de encerramento do processo;C;"Critério legal:
- [Lei nº 1/2001], artº 152, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal da comarca com jurisdição na sede do distrito ou Região autónoma procede à destruição de todos os documentos, com exceção das atas das assembleias de voto, da ata da assembleia de apuramento geral e de uma das cópias dos cadernos eleitorais""
- [Lei 15-A/98], artº 161, nº 2 ""Terminado o prazo de recurso contencioso ou decididos os recursos que tenham sido apresentados, o tribunal procede à destruição de todos os documentos, com excepção das actas das assembleias de voto e das actas das assembleias de apuramento.
Extensão destas disposições aos demais atos eleitorais e referendários.";;;;;;;;;;;
950.20;Processamento de ações peticionárias, reclamações e manifestações de congratulação;Compreende as atividades de processamento dos atos em que a sociedade toma a iniciativa de se manifestar espontaneamente relativamente a serviços, atos ou políticas públicas.;"Reclamações e queixas expressas no ""livro amarelo"" ou equivalente;#
Opiniões expressas em ""livro de agradecimentos"";#
Participações, petições, abaixo-assinados, sugestões ou interpelações de cidadãos individuais ou constituídos em entidades jurídicas.#";;"As denúncias, notícias ou queixas de crime apresentadas aos órgãos de polícia criminal ou comunicadas ao Ministério Público devem ser consideradas em ""Administração da justiça/ Prevenção e investigação criminal"" (600.10).#
As reclamações que ocorram no quadro de um determinado procedimento administrativo devem ser consideradas no processo em causa (por exemplo, reclamação da avaliação do desempenho individual deve ser considerada em ""Administração de relações de trabalho/ Gestão de relações individuais de trabalho"" (250.20).#
As iniciativas legislativas de grupos de cidadãos devem ser consideradas em ""Ordenamento jurídico e normativo/ Elaboração de diplomas jurídico-normativos e de normas técnicas"" (100.10).#";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950.20.001;Processamento de petições, reclamações e sugestões;"Tratamento de petições, reclamações e sugestões relativas ao funcionamento dos serviços, ou sobre as áreas de atuação da organização.
Inicia com a receção da reclamação ou sugestão e termina com resposta ao interessado.
Inclui análise da situação exposta e articulação com os responsáveis do serviço, envio ao organismo de tutela do serviço, reencaminhamento das reclamações para as entidades reguladoras e fiscalizadoras competentes (quando devido).";"Reclamações em Livro Amarelo#
Reclamações em Livro Vermelho#
Queixas ou denúncias#
Sugestões e opiniões#
Reclamações setoriais#";"Reclamações em Livro Amarelo#
Reclamações em Livro Vermelho#
Queixas ou denúncias#
Sugestões e opiniões#
Reclamações setoriais#";"As reclamações, protestos e contraprotestos relacionadas com os atos eleitorais devem ser consideradas em 950.10.602 – Apuramento geral dos resultados#
As reclamações efetuadas no âmbito de procedimentos concursais e em fase de audiência de interessados devem ser considerados no respetivo processo#
As reclamações efetuadas no âmbito de candidaturas devem ser considerados no respetivo processo#";DL 4/2015#;;PC;S;"ER#
AL#";AP#;Comunicar#;"150.20.300#
150.40.500#
300.10.002#
300.30.008#
500.10.300#
500.10.301#
500.20#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Contratação de fornecimento de serviços públicos essenciais#
Registo de documentos e informação#
Realização de inspeção#
Realização de fiscalização#
Ação disciplinar#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Síntese (sintetizado)#
Cruzada#
Suplementar#
Suplementar#";Elevada;S;5;;"Conjugação dos critérios:
- Legal
Prazo prescricional do procedimento contraordenacional [DL 433/82], artº 27;
[DL 156/2005], artº 3, alínea d) Manter, por um período mínimo de três anos, um arquivo organizado dos livros de reclamações que tenha encerrado.
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.301 - Realização de fiscalização";Data de encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em:
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos (casos tratados)";;;;;;;;;;;
950.20.300;Processamento de elogios e agradecimentos;"Receção e tratamento dos elogios e agradecimentos pelo funcionamento dos serviços.
Inicia com a receção do elogio, agradecimento ou louvor, e termina com a resposta a esses mesmos elogios, agradecimentos e louvores.
Inclui a análise da situação exposta e articulação com os responsáveis dos serviços.";"Registos efetuados em ""Livro de agradecimentos""#
Registos efetuados em formulários de elogio disponibilizados aos cidadãos#";;Os louvores decorrentes do desempenho profissional devem ser considerados em 250.20.803 – Atribuição de prémios de desempenho, louvores ou medalhas#;DL 4/2015#;;PC;S;AP#;"AP#
AP#";"Apreciar#
Comunicar#";"150.20.300#
150.20.301#
150.40.500#
250.20.800#
300.30.008#";"Avaliação de atividades#
Avaliação do desempenho das organizações#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Avaliação individual do desempenho#
Registo de documentos e informação#";"Síntese (sintetizado)#
Cruzada#
Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#";Média;S;5;;"Critério utilidade administrativa:
Prazo decorrente da necessidade de consulta para processamento de
PN 150.20.301 Avaliação do desempenho das organizações
PN 250.20.800 - Avaliação individual do desempenho
Considerou-se o prazo de um mandato.";Data de encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em:
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos (casos tratados)";;;;;;;;;;;
950.20.600;Processamento de avisos de exercício do direito de reunião em locais públicos;"Receção e tratamento de avisos apresentados por pessoas ou entidades que pretendem a realização de reuniões, comícios, manifestações ou desfiles em lugares públicos ou abertos ao público.
Inicia com a comunicação da data, hora e local das reuniões, manifestações e desfiles, e termina com a comunicação de concordância ou dos eventuais constrangimentos relativos à realização dessas ações.
Inclui análise do pedido.";;;Os avisos relacionados com o exercício do direito de greve, reuniões e manifestações de trabalhadores deverão ser considerados em 250.30.300 – Ações coletivas de defesa e promoção de interesses sócio-profissionais#;DL 406/74#;;PC;S;"FS#
AL#";AP#;Iniciar#;"150.20.300#
150.40.500#
300.30.008#
500.10.301#
550.10.001#
550.10.002#
550.10.004#
550.20.004#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de fiscalização#
Segurança de espaços públicos e abertos ao público#
Ação de segurança a eventos de alto risco#
Apoio de forças de segurança a diligências#
Realização de piquetes de prevenção#";"Síntese (sintetizado)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Suplementar#
Sucessão (sucessor)#
Sucessão (antecessor)#
sucessão (sucessor)#
Sucessão (antecessor)#";Média;S;5;;"Conjugação dos critérios:
- Legal
Prazo prescricional do procedimento contraordenacional [DL 433/82], artº 27
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de PN 500.10.301 - Realização de fiscalização";Data de encerramento do processo;E;"Critério: Densidade informacional
Informação sintetizada complementarmente em:
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos (casos tratados)";;;;;;;;;;;
950.30;Atribuição de distinções honoríficas;Compreende as atividades relativas à seleção de pessoas ou outras entidades a distinguir e atribuição de condecorações, ordens honoríficas ou qualquer outra distinção ou recompensa atribuída a título honorífico.;Distinções honoríficas atribuídas a qualquer cidadão, a militares, a atletas, entre outros#;;"As distinções atribuídas no âmbito do processo de avaliação do desempenho individual de trabalhador devem ser consideradas em ""Administração de relações de trabalho/ Gestão de relações individuais de trabalho"" (250.20)#
As distinções atribuídas a representantes de outros Estados ou entidades externas, enquanto atos de política externa, devem ser consideradas em ""Execução da política externa/ Projetos de execução da política externa"" (200.30)# O mesmo se aplica a distinções atribuídas por outros países ou organismos internacionais a entidades públicas nacionais ou representantes do Estado português#
A organização de cerimónias deve ser considerada em ""Dinamização e comunicação institucional/ Execução de atividades de dinamização da sociedade"" (900.10)#";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950.30.001;Reconhecimento por mérito e serviços prestados;"Distinção de pessoas naturais, residentes ou sediadas em determinado território e cidadãos, empresas, grupo e coletividades que, por atos praticados, tenham, de forma notória e perene, contribuído para a valorização desse mesmo território ou de uma atividade específica.
Inicia com a apresentação da proposta de distinção e termina com a atribuição de medalha ou outro elemento distintivo.
Inclui elaboração da nota biográfica, avaliação do mérito, aprovação da distinção, solicitação de cunhagem de medalha ou elaboração de diploma, quando devido, e informação aos distinguidos.";"Atribuição de medalhas de serviços distintos e de mérito de segurança pública# 
Atribuição de medalha comemorativa#
";"Atribuição de medalha da cidade#
Atribuição de medalhas militares#
Atribuição de título de cidadão honorário#
Oferta da chave da cidade#";"Os louvores decorrentes do desempenho profissional devem ser considerados em 250.20.803 – Atribuição de prémios de desempenho, louvores ou medalhas#
Os pagamentos devidos aos agraciados das ordens devem ser considerados em 350.30.001 – Cobrança de receitas e pagamento de despesas#
As cerimónias de entrega das distinções devem ser consideradas em 900.10.500 – Organização e participação em homenagens e cerimónias comemorativas#";"Lei 5/2011#
DL 316/2002#
";;PC;S;"PR#
AL#
FA#
FS#
IPDJ#
GEPAC#";AP#;Iniciar#;"150.10.700#
150.10.701#
150.20.301#
250.20.800#
900.10.500#
900.20.601#
900.20.602#";"Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação do desempenho das organizações#
Avaliação individual do desempenho#
Organização e participação em homenagens e cerimónias comemorativas#
Organização de cerimónias de tomada de posse e assinatura de documentos#
Organização de visitas institucionais#";"Cruzada#
Cruzada#
Síntese (sintetizado)#
Cruzada#
Sucessão (antecessor)#
Cruzada#
Síntese (sintetiza)#";Reduzida;S;5;;"Critério utilidade administrativa:
Prazo decorrente da necessidade de consulta para processamento de
PN 150.20.301 Avaliação do desempenho das organizações
PN 250.20.800 - Avaliação individual do desempenho
Considerou-se o prazo de um mandato.";Data de encerramento do processo;C;Densidade informacional: inexistência de relação pertinente  entre PN de modo a permitir a recuperação de informação necessária às condições para reconhecimento de mérito.;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
