Estado;Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;
;850.10.500;Atribuição de prémios;"Reconhecimento do valor de ações, trabalhos, projetos e resultados.
Inicia com a abertura do período de apresentação de candidaturas ou com a apresentação de propostas, ou com a identificação das ações, trabalhos, projetos de investigação e resultados passíveis de reconhecimento e termina com a decisão de atribuição do prémio.
Inclui avaliação e seleção de trabalhos, ações, projetos e desempenhos passíveis de serem premiados.";;;"Os prémios de desempenho profissional devem ser considerados em 250.20.803 – Atribuição de prémios de desempenho, louvores ou medalhas#
Os pagamentos aos beneficiários devem ser considerados em 350.30.001 – Cobrança de receitas e pagamento de despesas#
A cerimónia de atribuição do prémio deve ser considerada em 900.10.500 – Organização e participação em homenagens e cerimónias comemorativas#
Os prémios atribuídos por atos de natureza cívica devem ser considerados em 950.30.001 – Reconhecimento por mérito e serviços prestados#";Lei 98/97#;Regulamentos de prémios#;PC;S;AP#;AP#;Iniciar#;"150.10.100#
150.10.500#
150.10.600#
150.20.202#
150.20.404#
350.10.600#
350.30.001#
500.10.001#
500.10.301#
800.20.001#
800.20.002#
800.20.500#
900.10.500#";"Definição de políticas setoriais#
Elaboração de instrumentos de cooperação interinstitucional#
Avaliação de políticas e instrumentos de operacionalização#
Preparação do orçamento#
Prestação de contas#
Lançamento de receitas e de despesas#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Realização de fiscalização#
Realização de estudos de investigação básica#
Execução de projetos de investigação aplicada#
Desenvolvimento experimental e aplicacional#
Organização e participação em homenagens e cerimónias comemorativas#";"Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Síntese (sintetizado)#
Cruzada#
Sucessão (antecessor)#
Suplementar#
Suplementar#
Cruzada#
Cruzada#
Cruzada#
Cruzada#
";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.";;;;
;"850.10.600
";"Atribuição de patrocínios



";"Disponibilização de qualquer tipo de recurso (financeiro ou material) para apoio ou suporte direto à realização de uma atividade ou entidade patrocinada, com o propósito de associar o nome da entidade patrocinadora, bem como outras  contrapartidas de caracter comercial.
Inicia com o pedido e termina com a decisão quanto à atribuição de patrocínio.
Inclui análise do pedido e negociação entre patrocinador e beneficiário, contrato de patrocínio, quando aplicável.
";"Patrocínio a atividades artística#
Patrocínio a atividades culturais#
Patrocínio a atividades desportivas#
Patrocínio a atividades sociais#
Patrocínio institucional#
Patrocínio promocional#
";;"A disponibilização efetiva dos bens materiais deve ser considerada em 300.50.203 – Aluguer ou cedência de utilização de bens móveis não culturais#
O pagamento do valor patrocinado deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#";Lei 98/97#;"Regulamentos de patrocínios#
Diversos Estatutos#";PC;S;AP#;AP#;"Assessorar#
";"150.10.500#
150.20.202#
150.20.300#
150.20.404#
150.40.500#
300.30.008#
350.10.600#
350.30.001#
500.10.001#
500.10.301#
800.20.001#
800.20.002#
800.20.500#
900.10.500#";"Elaboração de instrumentos de cooperação interinstitucional#
Preparação do orçamento#
Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Lançamento de receitas e de despesas#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Realização de fiscalização#
Realização de estudos de investigação básica#
Execução de projetos de investigação aplicada#
Desenvolvimento experimental e aplicacional#
Organização e participação em homenagens e cerimónias comemorativas#";"Sucessão (sucessor)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Suplementar#
Suplementar#
Sucessão (antecessor)#
Cruzada#
Cruzada#
Cruzada#";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;850.10.601;"Captação e aplicação de apoios mecenáticos
";"Desenvolvimento de atividades de recolha e gestão de donativos em dinheiro ou em espécie, concedidos sem haver lugar a contrapartidas que configurem obrigações de caracter pecuniário ou comercial, às entidades públicas ou privadas, para a realização de iniciativas de diversa natureza. 
Inicia com pedido e termina com a concessão do apoio.
Inclui análise do pedido, negociação entre o mecenas e o beneficiário.

";"Apoio mecenático na área ambiental#
Apoio mecenático na área científica ou tecnológica#
Apoio mecenático na área cultural#
Apoio mecenático na área desportiva#
Apoio mecenático na área educacional#
Apoio mecenático na área social#";;"O registo do bem doado deve ser considerado em “Administração de direitos, bens e serviços/Identificação e caracterização de bens” (300.30)#
O fluxo financeiro relativo ao apoio de mecenato deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#";"Circular DSIRC DSIVA 12/2002#
Circular DSIRC 2/2004#
DL 215/89#
DL 108/2008#
DL 250/2009#
Lei 83/2013#
Lei 72/2014#
Lei 82-B/2014#
DL 7/2015#";"DL 215/89, art. 61 (Estatuto dos Benefícios Fiscais) alterado e republicado pelo DL 108/2008, alterado pelo DL 250/2009, Lei 83/2013, Lei 72/2014, Lei 82-B/2014 e DL 7/2015#
";PC;N;AP#;;;"150.20.300#
150.20.404#
150.40.500#
300.30.002#
300.30.003#
300.30.008#
350.30.001#
500.10.001#
500.10.301#
800.20.001#
800.20.002#
800.20.500#
";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Inventariação de bens móveis culturais#
Inventariação de bens móveis duradouros#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Realização de fiscalização#
Realização de estudos de investigação básica#
Execução de projetos de investigação aplicada#
Desenvolvimento experimental e aplicacional#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Cruzada#
Síntese (sintetizado)#
Sucessão (antecessor)#
Suplementar#
Suplementar#
Cruzada#
Cruzada#
Cruzada#
";Reduzida;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;850.30;Atribuição e controlo de bonificações e benefícios;Compreende as atividades de atribuição e controlo das bonificações e benefícios ao investimento concedidas pelo Estado.;"Bonificação de juros no crédito à habitação#
Bonificação ao gasóleo utilizado na atividade agrícola#
Benefícios fiscais ao investimento#";;;;;;;;;;;;;;;;;;;;;;;;
;"850.30.001
";Atribuição de bonificações;"Concessão de bonificações a entidades nacionais e estrangeiras, através de linhas de crédito bonificadas e criadas por diploma próprio, nos setores do arrendamento urbano, eventos nacionais, intempéries, calamidades, crédito de ajuda, entre outros.
Inicia com um pedido e termina com a decisão de atribuição da bonificação.
Inclui a análise dos elementos e a elaboração de pareceres.
";"Crédito à habitação bonificado#
Linhas de crédito destinadas à agricultura#
Linhas de crédito destinadas à pecuária#
Linhas de crédito destinadas às pescas#";;"A celebração de protocolos deve ser considerada em 150.10.500 – Elaboração de instrumentos de cooperação interinstitucional#
Os pagamentos aos beneficiários devem ser considerados em 350.30.001 – Cobrança de receitas e pagamento de despesas#

";"Lei 35/2007#
Lei 48/2006#
Lei 98/97#";"#
#
Lei 98/97, art. 59 e 70#";PE;N;"DGTF#
DGADR#";;;"150.20.300#
150.20.404#
150.40.500#
300.30.008#
500.10.001#
500.10.301#";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Suplementar#";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;"850.30.002

";Processamento de benefícios e incentivos contratuais ao investimento;"Aplicação do regime de benefícios ao investimento produtivo a entidades contratualizadas.
Inicia com a negociação contratual entre as partes e termina com a aplicação do contrato.
Inclui todos os procedimentos para a análise e cálculo dos benefícios e incentivos.
";"Todos os tipos de benefícios ou incentivos fiscais ou aduaneiros, objeto de contratualização com o Estado Português para projetos de investimento#
Medidas fiscais que obedeçam às caraterísticas enunciadas no nº 1 do artº 2º do Estatuto dos Benefícios Fiscais#";"Isenções#
Reduções de taxas#
Crédito de imposto#
Eliminação de dupla tributação#";O processamento de benefícios e incentivos fiscais e aduaneiros não contratuais deve ser considerado em 350.10.504 – Processamento de benefícios e incentivos fiscais e aduaneiros não contratuais#;"DL 162/2014#
DL 215/1989#
";;PE;N;AT#;;;"150.20.300#
150.20.404#
150.40.500#
300.30.008#
350.10.100#
350.10.101#
350.10.200#
350.10.201#
350.10.202#
350.10.203#
350.10.204#
350.10.205#
350.10.206#
350.10.300#
350.10.301#
500.10.001#";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Liquidação de Imposto Sobre o Rendimento de Pessoas Singulares (IRS)#
Liquidação de Imposto Sobre o Rendimento de Pessoas Coletivas (IRC)#
Liquidação de Imposto Municipal Sobre Imóveis (IMI)#
Liquidação de Imposto Municipal Sobre Transmissões Onerosas de Imóveis (IMT)#
Liquidação de Contribuição Especial#
Liquidação de Imposto Único de Circulação (IUC)#
Liquidação de Imposto Sobre Veículos (ISV)#
Liquidação de Imposto de Selo (IS)#
Liquidação de Imposto de Selo Sobre Transmissões Gratuitas de Bens#
Liquidação de Imposto Sobre o Valor Acrescentado (IVA)#
Liquidação dos Impostos Especiais Sobre o Consumo#
Realização de auditorias#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Suplementar#";Média;S;10;;"Critério legal:
[DL 433/99], CPPT, artº 27, nº 2 ""Os arquivos [procedimentos administrativos e processos judiciais tributários instaurados] são obrigatoriamente mantidos durante 10 anos(...)"".";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;850.30.003;"Gestão de suspensões e de contingentes pautais
";"Aplicação de mecanismo comunitário que permite a importação de matérias-primas ou produtos semi-acabados com a aplicação de um direito aduaneiro reduzido ou nulo, durante um determinado período e relativo a uma quantidade ilimitada (suspensão pautal) ou a uma quantidade limitada (contingente pautal), permitindo às empresas abastecerem-se a preços mais baixos, estimulando a atividade económica na União Europeia, e possibilitando a existência de empresas mais competitivas e o fomento à criação de emprego.
Inicia com pedido de candidatura a suspensões e contingentes pautais na importação de mercadorias, formulado por operador económico e termina com a comunicação do resultado da proposta ou do pedido de candidatura, ou ainda com a emissão de certificado, quando aplicável.
Inclui a análise dos pedidos de suspensões e de contingentes pautais, produção de prova, prestação de garantia, quando aplicável, comunicação às Alfândegas sobre o estado dos contingentes pautais, comunicação com os Estados Membros.


";;;;Regulamento (CE) 1301/2006#;"Regulamento (CE) 1301/2006 da Comissão#
Regulamentos setoriais da Comissão#";PE;N;AT#;;;"150.20.300#
150.20.404#
150.40.500#
300.30.008#
350.10.400#
450.10.062#";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Liquidação dos direitos e demais imposições aduaneiras#
Licenciamento ou autorização de atividades de comércio#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#";Média;S;10;;"Critério legal:
[DL 433/99], CPPT, artº 27, nº 2 ""Os arquivos [procedimentos administrativos e processos judiciais tributários instaurados] são obrigatoriamente mantidos durante 10 anos(...)"".";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;850.30.004;Processamento de isenção de direitos em regime específico de abastecimento nas regiões ultraperiféricas;"Aplicação de isenção de direitos de importação a produtos agrícolas essenciais importados de países terceiros para regiões ultraperiféricas da União Europeia.     
Inicia com a solicitação do operador e termina com a decisão.                                                                       Inclui a validação face a alterações/transferências efetuadas às estimativas durante a campanha.";;;"O acompanhamento e avaliação do Programa, nomeadamente o reporte trimestral e o relatório geral do impacto das ações, devem ser considerados em 150.10.600 – Avaliação de políticas e instrumentos de operacionalização#
A concessão de ajudas ao abastecimento das regiões ultraperiféricas deve ser considerada em 850.10.002 - Formalização de candidaturas e acompanhamento de apoios regulares#

";"Regulamento Delegado (UE) 179/2014#
Regulamento de Execução (UE) 180/2014#
Regulamento (UE) 228/2013#
Portaria 10/2013#
Portaria 1010/2002#
DL 86/2002#
Decisão (CEE) 315/91#";;PE;N;AT#;;;"150.20.300#
150.20.404#
150.40.500#
300.30.008#";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#";Média;S;10;;"Critério legal:
[DL 433/99], CPPT, artº 27, nº 2 ""Os arquivos [procedimentos administrativos e processos judiciais tributários instaurados] são obrigatoriamente mantidos durante 10 anos(...)"".";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;
;850.30.500;Controlo de bonificações;"Registo e controlo dos pagamentos das bonificações de juros e incentivos.
Inicia com a receção de comprovativos de despesa e termina com a decisão sobre a conformidade da despesa.
Inclui a análise dos mapas de valores a pagar por classificação económica, das reclamações conferidas e não conferidas, dos mapas de execução orçamental anual e da lista de valores pagos por atividade.


";;;"A fiscalização dos incentivos deve ser considerada em 500.10.300 – Realização de fiscalização#
A avaliação dos programas deve ser considerada em 150.10.600 – Avaliação de políticas e instrumentos de operacionalização#
";Lei 98/97#;;PE;N;DGTF#;;;"150.20.300#
150.20.404#
150.40.500#
500.10.001#
500.10.301#";"Avaliação de atividades#
Prestação de contas#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Realização de auditorias#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Suplementar#";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.404 - Prestação de contas (síntese da informação orçamental e patrimonial)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
";;;;
;850.40;Atribuição e controlo de garantias financeiras prestadas pelo Estado;Compreende os processos da iniciativa do Estado na concessão de garantias com caráter de exceção e de acordo com o plafond estabelecido na Lei do Orçamento de Estado, em operações financeiras celebradas por entidades nacionais e com países terceiros.;"Garantias que assegurem a realização de operações de crédito ou de outras operações financeiras, nacionais ou internacionais, de que sejam beneficiárias entidades públicas, empresas nacionais ou outras empresas que legalmente gozem de igualdade de tratamento.#
Garantias que assegurem a viabilidade financeira de empresas em situação financeira difícil.#
Garantias que assegurem o cumprimento das obrigações assumidas em contratos de financiamento, incluindo a renovação das respetivas operações por parte das instituições de crédito sedeadas em Portugal.#";;;;;;;;;;;;;;;;;;;;;;;;
;850.40.001;Concessão, gestão e execução de garantias pessoais;"Concessão, gestão e execução de garantias pessoais a entidades externas e internas, sob a forma de fiança ou aval, no âmbito de empreendimentos ou projetos de interesse para a economia nacional.
Inicia com o pedido dos beneficiários da garantia do Estado ou de um membro do Governo para análise da entidade responsável pelas garantias e subsequente pedido de parecer ao à entidade responsável pela dívida pública e à tutela setorial e termina com a execução da garantia.
Inclui pedidos de autorização/manutenção de garantia, minutas dos contratos de empréstimo ou da operação financeira, planos de utilização do financiamento e esquemas de reembolso, propostas de concessão de garantia, pareceres com despachos ministeriais, despacho do membro do Governo competente a autorizar a emissão da garantia, contratos com garantia do Estado e respetivos aditamentos, assim como mapas dos planos de amortização de capital, definição de juros e comissões de garantia, programas, declarações de garantia, entre outros.";;;"A celebração de protocolos deve ser considerada em 150.10.500 – Elaboração de instrumentos de cooperação interinstitucional#
Os pagamentos aos beneficiários deverão ser considerados em 350.30.001 – Cobrança de receitas e pagamento de despesas#

";"Portaria 1219_A/2008#
Lei 60_A/2008#

";"

";PE;S;DGTF#;"IGCP#
BdP#
SEATF#";"Apreciar#
Assessorar#
Decidir#";"150.10.500#
350.30.001#
500.10.001#
500.10.301#";"Elaboração de instrumentos de cooperação interinstitucional#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Realização de fiscalização#";"Sucessão (sucessor)#
Sucessão (antecessor)#
Suplementar#
Suplementar#";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;
;850.40.500;Concessão e gestão de garantias a operações de seguro de risco;"Concessão e gestão de garantias a operações de seguro do risco de crédito, de produção e de investimento com a garantia do Estado, nomeadamente no contexto da exportação de bens ou serviços de origem portuguesa ou de investimento português no estrangeiro.
Inicia com o pedido da seguradora ao Estado para emissão da garantia, sob a forma de seguro, e termina com a eventual autorização do membro do Governo a efetivar a emissão da garantia.
Inclui garantias de operações individuais de crédito ou de investimento, de apólices globais, de seguro-caução, de linhas de crédito a estabelecer com países da cooperação portuguesa, pedidos de posição de princípio sobre cobertura da exportação de bens e serviços de origem portuguesa, despachos de autorização de garantia, incluindo os da tutela, prorrogações de prazos de utilização das operações seguras, cobranças de prémios, pedidos de indemnização e respetivos pagamentos.




";"Garantias sobre o seguro de colheita e de fabrico#
Garantias de operações individuais de crédito ou de investimento#
Garantias de operações de apólices globais#
Garantias de operações individuais#
Garantias de seguro-caução#
Garantias de linhas de crédito a estabelecer com países da cooperação portuguesa#
Pedidos de posição de princípio sobre cobertura da exportação de bens e serviços de origem portuguesa#
Garantias às exportações#
Garantias ao financiamento#
Reportes semestrais sobre garantias a operações de seguro do risco#";;"A celebração de protocolos deve ser considerada em 150.10.500 – Elaboração de instrumentos de cooperação interinstitucional#
Os pagamentos aos beneficiários deverão ser considerados em 350.30.001 – Cobrança de receitas e pagamento de despesas#

";"Lei 98/97#
Lei 48/2006#
Lei 35/2007#
RCM 34/2008#
RCM 191-A/2008#
RCM 29/2009#
DL 103/2009#";Lei 98/97, art. 59 e 70#;PE;N;DGTF#;;;"150.10.500#
350.30.001#
500.10.001#
500.10.301#";"Elaboração de instrumentos de cooperação interinstitucional#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#
Realização de fiscalização#";"Sucessão (sucessor)#
Sucessão (antecessor)#
Suplementar#
Suplementar#";Reduzida;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], artº 70, nº 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
