Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
300.10.701;Depósito de bens culturais;"Aquisição ou alienação temporária da responsabilidade da gestão de bens culturais de terceiros.
Inicia com o pedido de depósito ou a entrega de bens e termina com a devolução ou decisão sobre o destino dos bens.
Inclui a receção, controlo e guarda ou custódia dos bens depositados voluntariamente, por acordo entre as partesl.";"Custódia de bens culturais (por exemplo# documentos arquivísticos, peças museológicas) a título de depósito#
Transferência temporária da responsabilidade de gestão de documentação e informação administrativa, independentemente do seu suporte#
";;A incorporação de documentos com valor cultural provenientes de outras entidades deve ser classificada em 300.10.004 – Transação e transmissão de bens móveis culturais, bem como os bens móveis culturais adquiridos onerosamente, permutados, recebidos em dação, doação ou herança#;"Lei 16/93#
Lei 107/2001#
Lei 55/2012# 
DL 124/2013#
";;PC;S;"BN#
Cinemateca#
DGLAB#
Museus#
AL#
";AP#;Iniciar#;"150.20.300#
150.40.500#
300.30.008#
500.10.001#
500.30.001#
";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Processamento de contraordenações#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Sucessão (sucessor)#

";Média;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data do término da responsabilidade sobre os bens;C;"Densidade informacional:
Informação detalhada não recuperável noutro PN, nomeadamente a relativa ao percurso custodial do bem conservado a título permanente, elemento determinante para a demonstração da sua autenticidade.";;;;;;;;;;;
300.20;Concessão, delegação e parceria público-privada;"Compreende as atividades que suportam os processos de formação de contratos de concessão, de delegação ou de constituição de parcerias público-privadas para a construção, uso e/ou exploração de bens e/ou para a prestação de serviços públicos, bem como os contratos de concessão do jogo.
Compreende, igualmente, os processos de acompanhamento da relação contratual, controlo da execução dos contratos de concessão ou parceria estabelecidos (incluindo apuramento de contrapartidas, autorizações de dedução à contrapartida) e, ainda, os eventuais processos de modificação e rescisão daqueles contratos.";"Concessão de obra pública - conceção, construção e/ou exploração#
Concessão de exploração de serviços públicos#
Concessão de prospeção de recursos naturais#
Concessão de utilização de imóvel#
Concessão do jogo#
Delegação de serviços públicos#
Constituição de parcerias público-privadas#";;Quando houver lugar a processos de contencioso judicial deve ser aberto processo em “Administração da justiça/ Produção de prova e decisão judicial” (600.30.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300.20.001;Constituição e acompanhamento de parcerias público-privadas;"Lançamento de parcerias público-privadas e acompanhamento da sua execução.
Inicia com a proposta de projeto de parceria e termina com a extinção do contrato.
Inclui escolha do grupo de avaliação e procedimento concursal, avaliação de propostas, adjudicação, verificação da conformidade da caução e celebração do contrato.
Inclui ainda a consulta ao governo, escolha de procedimento concursal, designação do júri, avaliação das propostas, adjudicação, verificação da conformidade da caução, celebração do contrato e acompanhamento e monitorização da sua execução. Em caso de necessidade inclui também alterações e aditamentos ao contrato celebrado.";"Concessão de obra pública em regime de parceria publico-privada#
Contratos que configurem uma parceria público-privada, independentemente do tipo de prestações que integram o seu objeto#
Concessão de exploração de bens públicos com risco partilhado entre o Estado e o particular#";;"A contratação de fornecimento contínuo ou prestação de serviços que não configure parcerias público-privadas deve ser considerada em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
A contratação de concessão que não configure parcerias público-privadas deve ser considerada em 300.20.200 – Concessão de obras públicas ou em 300.20.400 – Concessão de serviços e do uso ou exploração de bens do domínio público#";"DL 4/2015#
Lei 41/2014#
DL 18/2008#
DL 34/2009#
DL 249/2012#
DL 11/2012#
DL 278/2009#
DL 86/2003#
DL 185/2002#
";DL 18/2008 alterado pelos DL 34/2009 e DL 249/2012#;PE;S;AP#;Gov#;Decidir#;"150.10.001#
150.10.700#
150.10.701#
150.20.300#
150.20.404#
300.30.008#
350.10.600#
400.30.001#
500.10.001#
500.10.002#
500.10.301#
500.30.002#
500.30.003#";"Definição de políticas globais#
Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação de atividades#
Prestação de contas#
Registo de documentos e informação#
Lançamento de receitas e de despesas#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#
Fiscalização prévia do Tribunal de Contas#
Realização de fiscalização#
Aplicação de sanções administrativas inominadas#
Aplicação de sanções contratuais#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Síntese (sintetizado)#
Suplementar#
Cruzada#
Suplementar#
Sucessão (antecessor)#
Sucessão (antecessor)#";Média;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data da extinção do contrato;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;;;;;;;;
300.20.200;Concessão de obras públicas;"Contratação entre o Estado e um particular, em que este se encarrega de executar e explorar uma obra pública, tendo como contrapartida uma retribuição obtida, por exemplo, através de taxas de utilização.
Inicia com a abertura de um procedimento concursal e termina com a extinção do contrato de concessão.
Inclui escolha do procedimento, avaliação e negociação das propostas, adjudicação,  verificação da conformidade da caução e celebração do contrato.";Processos de concessão de obras públicas que não sejam contratualizados no âmbito de parceria público-privada#;;"Tratando-se de parceria público-privada, o processo deve ser considerado em 300.20.001 – Constituição e acompanhamento de parcerias público-privadas#
As concessões de serviço público devem ser considerados em 300.20.400 – Concessão de serviços e do uso ou exploração de bens do domínio público#";"DL 4/2015#
DL 144/2012#
DL 259/1999, alterado pelo DL 17/2008#
DL 280/2007#
DL 18/2008, alterado pelos DL 34/2009, DL 249/2012 e Lei 3/2010#";"DL 259/1999, alterado pelo DL 17/2008#
DL 18/2008, alterado pelos DL 34/2009, DL 249/2012 e Lei 3/2010#
";PC;S;"AL#
SPE#
IGFEJ#";Gov#;Decidir#;"150.10.001#
150.10.700#
150.10.701#
150.20.300#
150.20.404#
300.30.008#
400.30.001#
500.10.001#
500.10.002#
500.10.301#
500.30.002#
500.30.003#
";"Definição de políticas globais#
Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação de atividades#
Prestação de contas#
Registo de documentos e informação#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#
Fiscalização prévia do Tribunal de Contas#
Realização de fiscalização#
Aplicação de sanções administrativas inominadas#
Aplicação de sanções contratuais#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Cruzada#
Suplementar#
Sucessão (sucessor)#
Sucessão (antecessor)#";Média;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data da extinção do contrato;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;;;;;;;;
300.20.400;Concessão de serviços e do uso ou exploração de bens do domínio público;"Atribuição de um serviço ou contratação entre o Estado e entidades públicas ou particulares, com vista à exploração de um serviço ou bem do domínio público, mediante retribuição ou compensação prevista.
Inicia por decisão da tutela ou pela abertura de um procedimento concursal e termina com a extinção da concessão.
Inclui escolha do procedimento, avaliação e negociação das propostas, adjudicação, verificação da conformidade da caução e a preparação da celebração do contrato quando devido.";"Processos de concessão de serviços públicos, que não sejam contratualizados no âmbito de parceria público-privada ou de delegação#
Concessão do uso ou exploração de bens do domínio público, que não seja contratualizada no âmbito de parceria público-privada ou de delegação#";;"Sempre que se tratar de parceria público-privada, deve ser considerado em 300.20.001 – Constituição e acompanhamento de parcerias público-privadas#
Sempre que se trate de autorização de concessões para a zona costeira ao abrigo do DL 226-A/2007, deverá ser considerado em 450.10.233 – Licenciamento ou autorização para a instalação de infraestruturas em domínio hídrico#";"DL 4/2015#
DL 249/2012# 
Lei 3/2010#
DL 280/2007#
DL 18/2008#
Lei 3/2004#";;PC;S;AP#;Gov#;Decidir#;"150.10.001#
150.10.100#
150.10.700#
150.10.701#
150.20.300#
150.20.404#
300.30.008#
400.30.001#
500.10.001#
500.10.002#
500.10.301#
500.30.002#
500.30.003#";"Definição de políticas globais#
Definição de políticas setoriais#
Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação de atividades#
Prestação de contas#
Registo de documentos e informação#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#
Fiscalização prévia do Tribunal de Contas#
Realização de fiscalização#
Aplicação de sanções administrativas inominadas#
Aplicação de sanções contratuais#";"Sucessão (sucessor)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Cruzada#
Suplementar#
Sucessão (sucessor)#
Sucessão (antecessor)#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data da extinção da concessão;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;;;;;;;;
300.20.401;Delegação de serviços públicos;"Contratação entre o Estado e entidades públicas ou particulares, para a prossecução de algumas das suas atribuições, delegando-lhe os poderes necessários para o efeito. 
Inicia por decisão da tutela relativa à delegação e termina com a extinção da delegação.
Inclui escolha do delegado ou do procedimento para a delegação, avaliação e negociação das propostas, verificação da conformidade da caução e a preparação da celebração do contrato quando devido.";"Processos de delegação de serviços públicos, que não sejam contratualizados no âmbito de parceria público-privada ou de concessão#
";;A delegação de competências deve ser considerada em 100.10.600 – Produção e comunicação de regras institucionais#;"DL 4/2015#
Lei 3/2004#";;PE;S;"Institutos Públicos#
SPE#";Gov#;Decidir#;"150.10.001#
150.10.100#
150.10.700#
150.10.701#
150.20.300#
150.20.404#
300.30.008#
400.30.001#
500.10.001#
500.10.002#
500.10.301#
500.30.002#
500.30.003#";"Definição de políticas globais#
Definição de políticas setoriais#
Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Avaliação de atividades#
Prestação de contas#
Registo de documentos e informação#
Celebração de contratos, escrituras, títulos equivalentes e testamentos#
Realização de auditorias#
Fiscalização prévia do Tribunal de Contas#
Realização de fiscalização#
Aplicação de sanções administrativas inominadas#
Aplicação de sanções contratuais#";"Sucessão (sucessor)#
Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Cruzada#
Suplementar#
Sucessão (sucessor)#
Sucessão (antecessor)#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data da extinção da delegação;C;"Densidade informacional:
Informação não recuperável noutro PN com nível de detalhe para documentar a atividade.
";;;;;;;;;;;
300.20.600;"Concessão de jogos de fortuna e azar
";;;;;"DL 422/89#
DL 64/2015#";;PE;;;;;;;;;;;;;;;;"para legislação ver: 
http://www.srij.turismodeportugal.pt/pt/gca/index.php?id=8 ";;;;;;;;;;
300.30;Identificação e caracterização de bens;"Compreende as atividades de identificação de bens geridos pelos serviços públicos, de caracterização dos mesmos e de registo da informação de apoio à respetiva gestão.
Inclui os repositórios de informação para a gestão dos bens, independentemente do nome por que sejam conhecidos - inventário, cadastro, catálogo, registo ou outro.
Inclui, igualmente, os processos que sejam desencadeados para identificar, caraterizar, reportar, registar e atualizar a informação sobre os bens - por exemplo, processos de determinação do valor dos bens para efeitos de inventário, de aquisição, de arrendamento, de abate ou outra decisão de gestão.";"Inventário do património imobiliário público#
Inventário de bens móveis#
Inventário de equipamentos#
Registos de stock de consumíveis gerais#
Registos de stock de produtos farmacêuticos ou de sangue, nos serviços de saúde#
Inventários de bens culturais#
Inventário ou cadastro de espécies existentes em áreas geridas por entidades públicas#
Catálogo bibliográfico#
Registo de documentos de arquivo (tanto comuns como de matérias classificadas)#
Registo de processos#
Avaliação patrimonial de bens móveis e imóveis#
Processos técnicos de avaliação arquivística (preparação de tabelas de seleção)#
Processos técnicos de elaboração de esquemas de classificação de documentos#
Classificação/desclassificação de matérias sensíveis#";;"Os processos de inscrição/atualização de registos para efeitos de regularização da situação jurídica ou fiscal (por exemplo, processos de registo predial ou processos de avaliação de bens para atualização da matriz fiscal) devem ser considerados em Prestação de serviços de identificação e registo / Registo de dados de identificação e caracterização de entidades ou atos (400.10);
Os sistemas de registo da proteção atribuída a bens ou espécies declarados de especial interesse (por exemplo, o registo patrimonial de classificação e o registo patrimonial de inventário dos bens culturais, o registo de espécies de fauna e flora protegidas, entre outros), devem ser considerados em Prestação de serviços de identificação e registo / Registo de dados de identificação e caracterização de entidades ou atos (400.10).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300.30.001;Compilação técnica de obra;"Identificação de elementos úteis e informações técnicas a ter em conta na utilização futura de obras de iniciativa pública para preservação da segurança, higiene e saúde de quem as executar.
Inicia com a descrição dos elementos a compilar definidos como obrigatórios e termina com a última intervenção (demolição).
Inclui elaboração de compilação técnica da obra, verificação da conformidade, aprovação e atualização cumulativa de elementos ou informações técnicas.";"Atualização da compilação técnica da obra, no âmbito de intervenções posteriores#
Compilação de informação técnica relativa ao projeto de construção e às diversas especialidades, incluindo memória descritiva, projeto de execução e telas finais#
Integração de elementos relevantes decorrentes da execução dos trabalhos que não tenham sido considerados na compilação técnica da obra#
Obras realizadas por administração direta#
Obras realizadas por empreitada de obra pública#
Relatório de intervenção arqueológica, quando aplicável#";;"A edificação contratada através de empreitada deve ser considerada em 300.10.001 – Contratação de empreitadas de obras públicas#
A edificação pública por administração direta deve ser considerada em 300.40.003 – Edificação de iniciativa pública#
As ações de conservação e reparação que não afetem as características do imóvel e as condições de execução de trabalhos ulteriores devem ser consideradas em 300.40.503 – Conservação e valorização de edifícios, infraestruturas e equipamentos públicos#";"DL 273/2003#
DL 140/2009#";;PC;N;AP#;;;"300.10.001#
300.10.301#
300.40.003#
300.40.503#
400.10.403#
450.10.204#
450.10.222#
450.10.224#
500.10.001#
500.10.301#";"Contratação de empreitadas de obras públicas#
Demolição de bens imóveis#
Edificação de iniciativa pública#
Conservação e valorização de edifícios, infraestruturas e equipamentos públicos#
Registo de fichas técnicas de habitação#
Licenciamento ou autorização de edificações#
Licenciamento de recarga de praias e assoreamentos artificiais#
Licenciamento de trabalhos de consolidação e proteção de margens de recursos hídricos#
Realização de auditorias#
Realização de fiscalização#";"Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Cruzada#
Síntese (sintetiza)#
Complementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Suplementar#
Suplementar#";Elevada;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data da demolição do imóvel;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN;
Sintetiza a informação do PN 300.10.001 - Contratação de empreitadas de obras públicas
Sintetiza a informação do PN 300.40.003 - Edificação de iniciativa pública.";;;;;;;;;;;
300.30.002;Inventariação de bens móveis culturais;"Registo de dados relativos à caracterização de bens móveis culturais do domínio público e privado de que o Estado é titular.
Inicia com a abertura de registo de inventário ou com a informação relativa à aquisição, produção, alienação do bem, conforme aplicável, e termina com atualização do inventário.
Inclui atribuição do número de inventário, descrição, localização, denominação, caracterização quanto ao tipo de domínio (público ou privado), natureza dos direitos de utilização, classificação (quando devido), características físicas, data de aquisição, custo ou forma de aquisição e avaliação patrimonial, articulação entre entidades, quando aplicável.";"Abate no inventário em casos de destruição ou desaparecimento acidental do bem#
Catálogo bibliográfico#
Inventário arquivístico#
Inventário museológico#";;O registo da atribuição de proteção legal sob a forma de inventário deve ser considerado em 400.10.405 – Registo patrimonial de inventário de bens culturais#;"Lei 107/2001#
Lei 32/2015#";;PC;N;AP#;;;"150.20.201#
300.10.004#
300.10.009#
300.30.601#
300.40.500#
300.50.003#
300.50.202#
400.10.404#
400.10.405#
450.10.644#
500.10.001#
850.10.601#
900.20.402#";"Planeamento de necessidades de recursos materiais#
Transação e transmissão de bens móveis culturais#
Pronúncia sobre o exercício do direito de preferência#
Avaliação de bens móveis#
Conservação e proteção de bens culturais#
Afetação interna de bens móveis culturais#
Cedência de bens móveis culturais#
Registo patrimonial de classificação de bens culturais#
Registo patrimonial de inventário de bens culturais#
Autorização para transação de produtos#
Realização de auditorias#
Captação e aplicação de apoios mecenáticos#
Recolha e tratamento de dados de imprensa#";"Suplementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Complementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Cruzada#
Suplementar#
Cruzada#
Cruzada#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data do abate do bem;C;"Densidade informacional:
Informação detalhada e síntese não recuperável noutros PN;
";;;;;;;;;;;
300.30.003;Inventariação de bens móveis duradouros não culturais;"Registo de dados relativos à caracterização de bens móveis duradouros, não culturais, da propriedade do Estado.
Inicia com a informação relativa à aquisição, produção, construção e termina com a atualização do inventário.
Inclui atribuição do número de inventário, descrição, localização, denominação, características físicas, data de aquisição, custo ou forma de aquisição e avaliação patrimonial, quando devido.";;;O registo de bens móveis não duradouros deve ser considerado em 300.30.007 – Registo de bens móveis não duradouros#;Portaria 671/2000#;;PC;N;AP#;;;"150.20.201#
300.10.005#
300.10.011#
300.10.300#
300.30.601#
300.40.500#
300.50.004#
300.50.203#
300.50.402#
500.10.001#
850.10.601#";"Planeamento de necessidades de recursos materiais#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Transação e transmissão de produtos nos domínios da defesa e da segurança#
Abate de bens móveis#
Avaliação de bens móveis#
Conservação e proteção de bens culturais#
 Afetação interna de bens móveis duradouros não culturais#
Aluguer ou cedência de utilização de bens móveis não culturais#
Processamento de pedidos de material e de reserva de espaços#
Realização de auditorias#
Captação e aplicação de apoios mecenáticos#";"Suplementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Complementar#
Síntese (sintetiza)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Suplementar#
Cruzada#";Elevada;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data do abate do bem;C;"Densidade informacional:
Informação detalhada e síntese não recuperável noutros PN;
Sintetiza a informação do PN 300.10.005 - Transação e transmissão de bens móveis não culturais e contratação de serviços";;;;;;;;;;;
300.30.004;Inventariação do património financeiro;"Registo de dados relativos à caracterização dos direitos com conteúdo económico de que o Estado é titular.
Inicia com a informação relativa à aquisição ou alienação do bem e termina com a atualização do inventário.
Inclui registo da quantificação, caracterização do património financeiro, valor e forma de aquisição.";"Registo da aquisição de ativos financeiros#
Registo da alienação de ativos financeiros#";;;"DL 280/2007#
DL 54-A/99#
DL 232/97#
DL 477/80#";;PC;N;AP#;;;"150.10.701#
150.20.401#
300.10.007#
350.40.602#
500.10.001#";"Reunião de órgãos executivos#
Acompanhamento de liquidação de entidades#
Transação e transmissão de participações sociais#
Liquidação de entidades#
Realização de auditorias#";"Cruzada#
Cruzada#
Síntese (sintetiza)#
Cruzada#
Suplementar#";Média;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data do abate do bem;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.30.005;Inventariação e cadastro de bens imóveis;"Registo de dados relativos à caracterização de bens imóveis (prédios rústicos, urbanos, infraestruturas e águas) do domínio público e privado, de que o Estado é titular, como pessoa coletiva de direito público.
Inicia com a informação relativa à aquisição, construção ou demolição do bem e termina com a atualização do inventário.
Inclui atribuição do número de inventário (quando aplicável), descrição, localização, denominação, caracterização quanto ao tipo de domínio (público ou privado), espécie (urbano, rústico ou outro), natureza dos direitos de utilização, classificação (se for o caso), características físicas ou quimicas, ano de construção, informação relativa à inscrição matricial e ao registo na conservatória, custo ou forma de aquisição, construção e avaliação patrimonial, quando aplicável.";"Inventário de bens imóveis do domínio privado do Estado#
Inventário de bens imóveis do domínio público#
Inventário dos prédios rústicos do domínio privado do Estado#
Inventário dos prédios rústicos (bolsa de terras)#
Inventário de infra estruturas de empreendimentos de fins múltiplos#
Inventário das infraestruturas hidráulicas que potencialmente constituem barreiras à continuidade fluvial#
Inventário das grandes barragens#
Perfil de água balnear#
Perfil da albufeira#";;"A publicitação da situação juridica dos imóveis deve ser considerada em 400.10.406 – Registo predial#
A inscrição de prédios nas matrizes prediais (rústica e urbana) deve ser considerada em 400.10.407 – Registo de prédios nas matrizes prediais#";"DL 21/2014#
RCM 162/2008#
DL 280/2007#
Portaria 671/2000#
DL 47344/66#";;PC;S;"DGTF#
DGADR#";"AP#
AP#";"Iniciar#
Comunicar#";"150.20.201#
300.10.003#
150.20.201#
300.10.003#
300.10.009#
300.10.301#
300.30.600#
300.40.001#
300.40.002#
300.40.003#
300.40.500#
300.50.001#
300.50.002#
300.50.200#
300.50.201#
400.10.404#
400.10.405#
400.10.406#
400.10.407#
500.10.001#
";"Planeamento de necessidades de recursos materiais#
Transação e transmissão de bens imóveis#
Planeamento de necessidades de recursos materiais#
Transação e transmissão de bens imóveis#
Pronúncia sobre o exercício do direito de preferência#
Demolição de bens imóveis#
Avaliação de bens imóveis#
Loteamento de iniciativa pública#
Urbanização de iniciativa pública#
Edificação de iniciativa pública#
Conservação e proteção de bens culturais#
Afetação de bens imóveis ao domínio público#
Reserva do uso privativo de imóveis do domínio público#
Constituição do direito de superfície sobre bens imóveis#
Arrendamento ou cedência de utilização de bens imóveis#
Registo patrimonial de classificação de bens culturais#
Registo patrimonial de inventário de bens culturais#
Registo predial#
Registo de prédios nas matrizes prediais#
Realização de auditorias#
";"Suplementar#
Síntese (sintetiza)#
Suplementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Cruzada#
Síntese (sintetiza)#
Complementar#
Complementar#
Complementar#
Complementar#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Síntese (sintetiza)#
Cruzada#
Cruzada#
Suplementar#
";Média;S;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data da perda de direitos sobre o bem;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN;
Sintetiza a informação do PN 300.10.003 - Transação e transmissão de bens imóveis";;;;;;;;;;;
300.30.006;"Inventariação e cadastro de fauna e de flora

+ património geológico
";"Registo de dados relativos à caracterização da biodiversidade existente, nomeadamente da taxonomia da fauna e flora de uma região.
Inicia com o levantamento da informação e termina com a atualização dos vários  inventários que constituem o sistema de informação do património natural.
Inclui aplicação de diferentes metodologias adequadas a cada grupo biológico, nomeadamente especificidades do local, espécies que se pretende amostrar e épocas do ano em que a amostragem é realizada.";"Inventário da biodiversidade#
Livro vermelho dos vertebrados#
Check list da flora de Portugal#
Inventário florestal nacional#
Sistema de Informação do Património Natural#
Cadastro Nacional de Continuidade Fluvial#";;O reconhecimento das espécies de fauna ou flora existentes em determinadas áreas, para efeitos de proteção, deve ser considerado em 450.20.505 – Classificação de bens sítios e áreas#;"DL 142/2008#
";;PE;S;"ICNF#
AL#";"DGRM#
IPMA#";"Comunicar#
Assessorar#";"300.40.004#
300.40.502#
500.10.001#";"Reprodução de espécies de fauna e flora#
Conservação e proteção de recursos naturais, espécies e paisagens#
Realização de auditorias#";"Complementar#
Complementar#
Suplementar#

";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
